deal,description,,,,,,,,,,,,,,,,
FALSE,"Bottle Bright is the solution to grimy water vessels everywhere. Rather than struggling with a brush, which doesn't remove germs, or using harsh chemicals that leave their own harmful residues, you could be using Bottle Bright tablets, which freshen your water bottle with a quick soak. These tablets are made with all-natural ingredients and easily rid your water bottle from odors, stains and grime. Bottle Bright also has a social mission. For every bag of Bottle Bright tablets purchased, the company donates an equal amount of tablets to people in developing countries, where the lack of clean water and water containers frequently poses serious risks. who are in need of safe and clean drinking water. The Bottle Bright formula is chlorine-free and certified safe, natural, and sustainable.",,,,,,,,,,,,,,,,
TRUE,"Any gathering can be improved with these reusable sticky ties! Not your typical ""Hello my name is"" tag, these stickers' charming look and themed designs offer a much more interesting kind of conversation starter. They are also super durable. You can reposition them and reuse them as you please. They don't even leave any residue after they're gone. You can write on these stickers, or let their looks speak for themselves. The company started out making sticky ties, but have continued adding new shapes and themes to the line-up. Our personal favorite is the bow tie. Try these at your next party and see how they liven up even a plain white tee.",,,,,,,,,,,,,,,,
TRUE,"A premium, nutritious to-go meal for your dog. The official dog food of the National Association of Search and Rescue.",,,,,,,,,,,,,,,,
TRUE,A unique and elegant portable lighting solution.,,,,,,,,,,,,,,,,
FALSE,Custom men's clothing for custom lifestyles.,,,,,,,,,,,,,,,,
FALSE,The world's first napping mask.,,,,,,,,,,,,,,,,
FALSE,"Victoria's Kitchen makes delicious, all-natural beverages. Almond Water, the flagship product, was inspired by co-founder David's grandmother Victoria.",,,,,,,,,,,,,,,,
FALSE,"An online investment club that helps accredited investors who want to find, invest in and share quality private investment deals.",,,,,,,,,,,,,,,,
TRUE,"GreenBox is the innovator behind the patented, multi-functional GreenBox pizza box. Made of 100% recycled and recyclable material, the GreenBox breaks into plates and a storage unit for leftovers, completely eliminating the need for serving plates and wasteful storage materials.",,,,,,,,,,,,,,,,
TRUE,"If you're like most people, you can hardly function without your smartphone. It goes everywhere you go and you use it repeatedly throughout the day. But unlike most other things that get daily wear and tear, you probably don't wash your phone, so it's been accumulating germs since the day you acquired it. Now thanks to PhoneSoap, there's an easy and highly effective way to zap the microbes off your phone. PhoneSoap is a charger for your smartphone that encloses it in a UV case, which emits light in the UV-C range that kills 99.99% of bacteria. It disinfects your phone it just 5 minutes, but it's also safe to leave it in there all night while it charges too. You'll still be able to hear any notifications through the built-in audio amplifier. One of the advantages of the PhoneSoap charger over other products, such as anti-bacterial wipes for wireless devices, is that it's a one-time investment. You'll be able to use the charger again and again without having to reorder or spend more money. You also won't even need to remember to wipe your phone, since you'll be charging it either way. Although this germicidal phone charger is the company's flagship product, as well as its first, they've also added cleaning pads and a touchscreen polish stick to the lineup.",,,,,,,,,,,,,,,,
TRUE,"Drain Strain is a revolutionary, never-clog drain stopper.",,,,,,,,,,,,,,,,
FALSE,"BedJet is the world's first ultra-rapid cooling, heating and climate control system made just for your bed.",,,,,,,,,,,,,,,,
FALSE,"Balm Chicky Balm Balm is a sassy '70s-themed lip gloss brand that's made for value and practicality. Balm Chicky Balm Balm features a patented ""Friend End"" for those times you have a pal in need of lip balm. And, offering three times the quantity of other lip balm brands, there's plenty to go around. Balm Chicky Balm Balm is also certified organic.",,,,,,,,,,,,,,,,
TRUE,"A stylish and eco-friendly alternative to pee pads, Fresh Patch delivers real-grass turf for dogs that don't have their own backyards.",,,,,,,,,,,,,,,,
TRUE,"Funbites is a curved blade cutter that makes it a snap to cut kids' meals into bite-size pieces. With Funbites you can transform boring food into fun and approachable bites. Great for encouraging picky eaters to try new things, Funbites is available in an assortment of geometric shapes. All Funbites cutters work in the same simple way. By fitting the cutter over the food item and pressing down, you can quickly get lots of neatly and evenly cut bites of food ready to go. Funbites is BPA-free, dishwasher-safe, and proudly made in the USA.",,,,,,,,,,,,,,,,
TRUE,"The BevBoy is best companion for anyone who likes to relax floating in the water. It's ingeniously devised to hold your drink alongside you without spilling or tipping over. Superior to the accident-prone cupholders that are built into most pool floates, BevBoy floats independently and maintains its balance using a clever weighted balance system.",,,,,,,,,,,,,,,,
FALSE,The Lip Bar is a cosmetic brand that exists to empower women through the use of cosmetics by providing self-expressive and responsibly made products.,,,,,,,,,,,,,,,,
FALSE,"Innovative, healthy, and high-quality dog treats. Their main product is a dog chew made from yak meat, inspired by a traditional snack from Nepal.",,,,,,,,,,,,,,,,
FALSE,"Sseko Designs is an ethical fashion brand that sells sandals, shoes, handbags and accessories that are all handcrafted in East Africa.",,,,,,,,,,,,,,,,
TRUE,The Gold Rush Nugget Bucket makes gold and gem prospecting made easy and fun.,,,,,,,,,,,,,,,,
TRUE,"Boobypack is a sports bra/crop-top with zipper-enclosed, water-resistant pockets on either side. This a fannypack for your rack keeps your valuables safe so you can dance, jog or fist pump with ease.",,,,,,,,,,,,,,,,
FALSE,"Lumi sells innovative printing kits that make it easy for anyone to make affordable, durable prints using the power of the sun.",,,,,,,,,,,,,,,,
TRUE,"Scholly is a mobile and web app that gives high school students, current college students, and graduate students a fast and simple way to find scholarships to pay for college.",,,,,,,,,,,,,,,,
FALSE,"Keen Home makes smart devices to improve the core functions of the home. The company's first product is the Smart Vent, which senses temperature and duct pressure to make intelligent airflow decisions and efficiently increase the comfort of each room.",,,,,,,,,,,,,,,,
TRUE,LuminAID is a solar-powered inflatable light developed by two architecture students after the 2010 Haiti Earthquake.,,,,,,,,,,,,,,,,
FALSE,"Taaluma Totes are travel backpacks paired with countries.  Each backpack is made of fabric from that country, and funds a microloan for a person in that country.",,,,,,,,,,,,,,,,
FALSE,"Necessity is the mother of invention, and so it was for Michelle and Jason Barsosky. These parents of twins developed the Twin Z Pillow to help them feed their babies in tandem. Finding that mothers and fathers of singles need all the help and support they can get too, they've also recently launched the One Z Pillow, which is another well-designed nursing pillow made specifically to accommodate one rather than two infants. The Twin Z Pillow and the One Z Pillow are the most comfortable and plush nursing pillows on the market. Both are versatile and can be used in multiple ways to maximize comfort for moms, dads and babies.",,,,,,,,,,,,,,,,
TRUE,Frill Clothing designs sorority recruitment clothing and donates a portion of each sorority's proceeds to the charity of their choice.,,,,,,,,,,,,,,,,
TRUE,"Coco Jack is a tool to safely and easily open young Thai coconuts, no matter what your size or strength. The company offers a whole suite of tools to make young Thai coconuts more accessible to consumers.",,,,,,,,,,,,,,,,
FALSE,The BedRyder product is a removable seating system that allows you to quickly and safely add passenger seating to your pick-up truck.,,,,,,,,,,,,,,,,
TRUE,"EmazingLights is pioneering the new Gloving Movement into a skillful expression of art, along with iHeartRaves, which provides wildly unique festival fashion for Raves, Festivals and Beyond.",,,,,,,,,,,,,,,,
FALSE,Women's underwear characterized by attention to detail and fair prices. All Naja lingerie is made by single mothers or women heads of household so every purchase helps a woman help herself.,,,,,,,,,,,,,,,,
TRUE,"AquaVault is a portable outdoor safe to keep your valuables dry while at the beach and the great outdoors in general. The AquaVault attaches to lounge chairs, baby strollers, golf carts, bikes, boats and more.",,,,,,,,,,,,,,,,
TRUE,"Echo Valley Meats is a retail, online gift catalog and catering company and is quickly becoming a household name. Premium meats, smoked hams, and award winning sausages make personal and corporate gift giving easy and full of flavor.",,,,,,,,,,,,,,,,
FALSE,iCPooch is an internet-enabled device that allows for two-way video chat between pet owners and their pet. Pet owners can even remotely give them a treat from anywhere in the world.,,,,,,,,,,,,,,,,
FALSE,"BrandYourself offers tools and services ensure that when people look you up, they find positive, accurate results, not negative, irrelevant or results about somebody else.",,,,,,,,,,,,,,,,
FALSE,"The Home T is a stylish way to show your state pride, while helping raise money for multiple sclerosis research.",,,,,,,,,,,,,,,,
TRUE,BeeSweet Lemonade uses locally sourced honey. A percentage of the profits form the sale of her lemonade goes to  local and international organizations fighting to save the bees.,,,,,,,,,,,,,,,,
TRUE,A baby toy that helps them retrieve dropped pacifiers without help.,,,,,,,,,,,,,,,,
FALSE,Budsies magically transforms any artwork into a fully custom stuffed animal.,,,,,,,,,,,,,,,,
FALSE,"Bee Thinking crafts beautiful bee hives in Portland, Oregon, for beekeepers throughout the world.",,,,,,,,,,,,,,,,
FALSE,Lightweight yet supportive and extremely comfortable athletic shoes.,,,,,,,,,,,,,,,,
FALSE,A technology platform allowing content creators to insert additional information directly into any word or phrase in any digital document.,,,,,,,,,,,,,,,,
TRUE,Flavored face wipes sweetened with stevia. Makes cleaning kids' faces easier because they won't avoid it thanks to its sweet flavor.,,,,,,,,,,,,,,,,
TRUE,"Faster, safer, ergonomically correct and cost-effective connectors for electric power.",,,,,,,,,,,,,,,,
TRUE,"An environmentally-friendly alternative to peat moss made from recycled paper and a proprietary mix of organic additives. Using PittMoss instead of peat eliminates the need for chemical additives and controls for pH imbalances, insects, molds and weed seeds, and releases far less CO2 into the atmosphere.",,,,,,,,,,,,,,,,
TRUE,"ZinePak partners with the world's top brands, entertainers, and properties to make irresistible content to activate SuperFans.",,,,,,,,,,,,,,,,
FALSE,A simple bar stool and table reservation solution for all events in pubs.,,,,,,,,,,,,,,,,
TRUE,Ultra-thin insoles that add protection without affecting the fit of your shoes or sneakers.,,,,,,,,,,,,,,,,
FALSE,Buck Mason makes high-quality men's clothing in the USA.,,,,,,,,,,,,,,,,
TRUE,"Started in 2011 by three-time world record Striped Bass angler Greg Myerson, the World Record Striper Company manufacturers and sells the same science-based fishing tackle Myerson used to land each of his monster fish. The company sells sinkers, floats, jigs and bucktails which incorporate Myerson's patent-pending Rattle sound that attracts big fish from a variety of species by mimicking the sound of one of the favorite foods: crustaceans.",,,,,,,,,,,,,,,,
FALSE,"Frameri answers the question, ""Why aren't your glasses as flexible as the rest of your wardrobe?"" With Frameri interchangeable frames and lenses, you can change your glasses as easily as you change your outfit. Now you can buy the optical or sun lenses with or without prescription and snap them into the frames you want, saving you money and removing the stress of feeling stuck in just one pair.",,,,,,,,,,,,,,,,
FALSE,"The Paleo Diet Bar is a nutrition bar that is gluten, soy, dairy and preservative free. It contains egg protein which is a source of all nine amino acids that can only be derived from food and has high concentrations of BCAAs, leucine, isoleucine and valine.",,,,,,,,,,,,,,,,
TRUE,"Zero Pollution Motors is launching the urban car of the future, the AIRPod. The AIRPod vehicle is the solution to urban pollution and urban mobility. With its small size, a tiny price, zero pollution, and a fun and futuristic design, AIRPod marks a turning point in the range of urban vehicles. It is a real breath of fresh air in cities and the prelude to travel without pollution.",,,,,,,,,,,,,,,,
TRUE,"You can be an action figure, and You Kick Ass can make that happen! With just a photo of yourself or a friend, You Kick Ass makes a 3D-printed action figure, and will even give you an action hero name and super power.",,,,,,,,,,,,,,,,
FALSE,"Sunscreen Mist adds another point of access for sunscreen application in the form of spray stations and booths located at hotels, amusement parks, beaches, and other outdoors events. Rather than apply sunscreen from a bottle, customers can pay per use with a quick swipe of a credit card of a hotel key card. In a matter of seconds, the booths and spray stations provide an even application of sunscreen for the whole body.",,,,,,,,,,,,,,,,
TRUE,"SynDaver Labs makes synthetic body parts for use in medical education, which can replace the use of cadavers, live animals, and human patients in surgical training. SynDaver's models are highly sophisticated and realistic, and their flagship product, the SynDaver Synthetic Human is the only full-body surgical simulator. The Synthetic Human bleeds, breathes, and features hundreds of replaceable muscles, bones, organs, and other body parts.",,,,,,,,,,,,,,,,
TRUE,"Zoom Interiors is a virtual service for interior design that delivers personalized style at accessible price points. Users fill out a survey to give Zoom a sense for their style, then follow on with a free 15-minute telephone consultation. For just $150, customers can get a room designed with budgets starting as low as $1,000.",,,,,,,,,,,,,,,,
TRUE,"Spikeball started out as a casual outdoors game, but has grown to become a national sensation. Played in a 2 vs. 2 format, teams compete to spike a ball into a bouncy net until one team can't return it, which awards their opposing team a point. This nascent sport is often described as a cross between beach volleyball and foursquare. Spikeball's popularity has been growing, and currently there are over a quarter million players in the United States, as well as over a thousand nationally ranked teams.",,,,,,,,,,,,,,,,
TRUE,"Shark Wheel is out to literally reinvent the wheel. Their innovative wheel design is not circular, it's Q-shaped, to put it as simply as possible. This shape may look funny, but it makes wheels faster and gives them better grip. Over uneven terrain, it also makes for a smoother ride. The team has put Shark Wheel on skateboards, strollers, wagons, and they see countless other possibilities for it. The flagship product currently in production is the skateboard wheels, which have been selling online.",,,,,,,,,,,,,,,,
FALSE,"Adriana Montano wants to open the first Cat Cafe in Florida. At a cafe such as this one, patrons pay an admission fee ($9 in this case) to come in and play with the kitties, maybe while sipping a coffee or enjoying a book. All the cats at the Cafe will be up for adoption, so this becomes a way for people without pets to enjoy their company and provides another channel to help rescue cats get adopted and find forever homes.",,,,,,,,,,,,,,,,
TRUE,"Sway Motorsports makes a three-wheeled, all-electric, street legal ride. It's not like other motorcycles or scooters on the market because its control mechanism. Affording riders a slightly wider footprint and the ability to control the tilt of the vehicle with their legs, Sway vehicles offer greater stability and tighter turns. Riders don't have to struggle to balance the vehicle or put their foot down at stops, and for the same reason, it's also easier to carry a passenger or baggage on Sway vehicles.",,,,,,,,,,,,,,,,
